"STATISTIC","Statistic Label","TLIST(M1)","Month","C01835V02260","Licensing Authority","C01841V02268","Type of Fuel","UNIT","VALUE"
"TEM27C03","All Private Cars","202205","2022 May","-","All licensing authorities","7","Petrol or Diesel plug-in hybrid electric","Number","758"
"TEM27C03","All Private Cars","202205","2022 May","-","All licensing authorities","9","Diesel and electric hybrid","Number","75"
"TEM27C03","All Private Cars","202205","2022 May","01","Carlow","-","All fuel types","Number","102"
"TEM27C03","All Private Cars","202205","2022 May","01","Carlow","1","Petrol","Number","32"
"TEM27C03","All Private Cars","202205","2022 May","01","Carlow","2","Diesel","Number","38"
"TEM27C03","All Private Cars","202205","2022 May","01","Carlow","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202205","2022 May","01","Carlow","4","Petrol and electric hybrid","Number","17"
"TEM27C03","All Private Cars","202205","2022 May","01","Carlow","6","Electric","Number","6"
"TEM27C03","All Private Cars","202205","2022 May","01","Carlow","7","Petrol or Diesel plug-in hybrid electric","Number","5"
"TEM27C03","All Private Cars","202205","2022 May","01","Carlow","9","Diesel and electric hybrid","Number","4"
"TEM27C03","All Private Cars","202205","2022 May","02","Cavan","-","All fuel types","Number","157"
"TEM27C03","All Private Cars","202205","2022 May","02","Cavan","1","Petrol","Number","43"
"TEM27C03","All Private Cars","202205","2022 May","02","Cavan","2","Diesel","Number","81"
"TEM27C03","All Private Cars","202205","2022 May","02","Cavan","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202205","2022 May","02","Cavan","4","Petrol and electric hybrid","Number","12"
"TEM27C03","All Private Cars","202205","2022 May","02","Cavan","6","Electric","Number","15"
"TEM27C03","All Private Cars","202205","2022 May","02","Cavan","7","Petrol or Diesel plug-in hybrid electric","Number","4"
"TEM27C03","All Private Cars","202205","2022 May","02","Cavan","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202205","2022 May","03","Clare","-","All fuel types","Number","241"
"TEM27C03","All Private Cars","202205","2022 May","03","Clare","1","Petrol","Number","78"
"TEM27C03","All Private Cars","202205","2022 May","03","Clare","2","Diesel","Number","88"
"TEM27C03","All Private Cars","202205","2022 May","03","Clare","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202205","2022 May","03","Clare","4","Petrol and electric hybrid","Number","46"
"TEM27C03","All Private Cars","202205","2022 May","03","Clare","6","Electric","Number","18"
"TEM27C03","All Private Cars","202205","2022 May","03","Clare","7","Petrol or Diesel plug-in hybrid electric","Number","10"
"TEM27C03","All Private Cars","202205","2022 May","03","Clare","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202205","2022 May","04","Donegal","-","All fuel types","Number","412"
"TEM27C03","All Private Cars","202205","2022 May","04","Donegal","1","Petrol","Number","130"
"TEM27C03","All Private Cars","202205","2022 May","04","Donegal","2","Diesel","Number","211"
"TEM27C03","All Private Cars","202205","2022 May","04","Donegal","3","Other fuel types","Number","4"
"TEM27C03","All Private Cars","202205","2022 May","04","Donegal","4","Petrol and electric hybrid","Number","33"
"TEM27C03","All Private Cars","202205","2022 May","04","Donegal","6","Electric","Number","12"
"TEM27C03","All Private Cars","202205","2022 May","04","Donegal","7","Petrol or Diesel plug-in hybrid electric","Number","20"
"TEM27C03","All Private Cars","202205","2022 May","04","Donegal","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202205","2022 May","05","Galway","-","All fuel types","Number","500"
"TEM27C03","All Private Cars","202205","2022 May","05","Galway","1","Petrol","Number","139"
"TEM27C03","All Private Cars","202205","2022 May","05","Galway","2","Diesel","Number","204"
"TEM27C03","All Private Cars","202205","2022 May","05","Galway","3","Other fuel types","Number","2"
"TEM27C03","All Private Cars","202205","2022 May","05","Galway","4","Petrol and electric hybrid","Number","83"
"TEM27C03","All Private Cars","202205","2022 May","05","Galway","6","Electric","Number","46"
"TEM27C03","All Private Cars","202205","2022 May","05","Galway","7","Petrol or Diesel plug-in hybrid electric","Number","22"
"TEM27C03","All Private Cars","202205","2022 May","05","Galway","9","Diesel and electric hybrid","Number","4"
"TEM27C03","All Private Cars","202205","2022 May","06","Kerry","-","All fuel types","Number","215"
"TEM27C03","All Private Cars","202205","2022 May","06","Kerry","1","Petrol","Number","91"
"TEM27C03","All Private Cars","202205","2022 May","06","Kerry","2","Diesel","Number","70"
"TEM27C03","All Private Cars","202205","2022 May","06","Kerry","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202205","2022 May","06","Kerry","4","Petrol and electric hybrid","Number","24"
"TEM27C03","All Private Cars","202205","2022 May","06","Kerry","6","Electric","Number","16"
"TEM27C03","All Private Cars","202205","2022 May","06","Kerry","7","Petrol or Diesel plug-in hybrid electric","Number","12"
"TEM27C03","All Private Cars","202205","2022 May","06","Kerry","9","Diesel and electric hybrid","Number","1"
"TEM27C03","All Private Cars","202205","2022 May","07","Kildare","-","All fuel types","Number","521"
"TEM27C03","All Private Cars","202205","2022 May","07","Kildare","1","Petrol","Number","199"
"TEM27C03","All Private Cars","202205","2022 May","07","Kildare","2","Diesel","Number","139"
"TEM27C03","All Private Cars","202205","2022 May","07","Kildare","3","Other fuel types","Number","2"
"TEM27C03","All Private Cars","202205","2022 May","07","Kildare","4","Petrol and electric hybrid","Number","80"
"TEM27C03","All Private Cars","202205","2022 May","07","Kildare","6","Electric","Number","58"
"TEM27C03","All Private Cars","202205","2022 May","07","Kildare","7","Petrol or Diesel plug-in hybrid electric","Number","38"
"TEM27C03","All Private Cars","202205","2022 May","07","Kildare","9","Diesel and electric hybrid","Number","5"
"TEM27C03","All Private Cars","202205","2022 May","08","Kilkenny","-","All fuel types","Number","167"
"TEM27C03","All Private Cars","202205","2022 May","08","Kilkenny","1","Petrol","Number","59"
"TEM27C03","All Private Cars","202205","2022 May","08","Kilkenny","2","Diesel","Number","53"
"TEM27C03","All Private Cars","202205","2022 May","08","Kilkenny","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202205","2022 May","08","Kilkenny","4","Petrol and electric hybrid","Number","25"
"TEM27C03","All Private Cars","202205","2022 May","08","Kilkenny","6","Electric","Number","18"
"TEM27C03","All Private Cars","202205","2022 May","08","Kilkenny","7","Petrol or Diesel plug-in hybrid electric","Number","10"
"TEM27C03","All Private Cars","202205","2022 May","08","Kilkenny","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202205","2022 May","09","Laois","-","All fuel types","Number","114"
"TEM27C03","All Private Cars","202205","2022 May","09","Laois","1","Petrol","Number","40"
"TEM27C03","All Private Cars","202205","2022 May","09","Laois","2","Diesel","Number","41"
"TEM27C03","All Private Cars","202205","2022 May","09","Laois","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202205","2022 May","09","Laois","4","Petrol and electric hybrid","Number","12"
"TEM27C03","All Private Cars","202205","2022 May","09","Laois","6","Electric","Number","13"
"TEM27C03","All Private Cars","202205","2022 May","09","Laois","7","Petrol or Diesel plug-in hybrid electric","Number","5"
"TEM27C03","All Private Cars","202205","2022 May","09","Laois","9","Diesel and electric hybrid","Number","3"
"TEM27C03","All Private Cars","202205","2022 May","10","Leitrim","-","All fuel types","Number","47"
"TEM27C03","All Private Cars","202205","2022 May","10","Leitrim","1","Petrol","Number","14"
"TEM27C03","All Private Cars","202205","2022 May","10","Leitrim","2","Diesel","Number","20"
"TEM27C03","All Private Cars","202205","2022 May","10","Leitrim","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202205","2022 May","10","Leitrim","4","Petrol and electric hybrid","Number","5"
"TEM27C03","All Private Cars","202205","2022 May","10","Leitrim","6","Electric","Number","4"
"TEM27C03","All Private Cars","202205","2022 May","10","Leitrim","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C03","All Private Cars","202205","2022 May","10","Leitrim","9","Diesel and electric hybrid","Number","1"
"TEM27C03","All Private Cars","202205","2022 May","12","Longford","-","All fuel types","Number","84"
"TEM27C03","All Private Cars","202205","2022 May","12","Longford","1","Petrol","Number","24"
"TEM27C03","All Private Cars","202205","2022 May","12","Longford","2","Diesel","Number","41"
"TEM27C03","All Private Cars","202205","2022 May","12","Longford","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202205","2022 May","12","Longford","4","Petrol and electric hybrid","Number","14"
"TEM27C03","All Private Cars","202205","2022 May","12","Longford","6","Electric","Number","3"
"TEM27C03","All Private Cars","202205","2022 May","12","Longford","7","Petrol or Diesel plug-in hybrid electric","Number","1"
"TEM27C03","All Private Cars","202205","2022 May","12","Longford","9","Diesel and electric hybrid","Number","1"
"TEM27C03","All Private Cars","202205","2022 May","13","Louth","-","All fuel types","Number","301"
"TEM27C03","All Private Cars","202205","2022 May","13","Louth","1","Petrol","Number","130"
"TEM27C03","All Private Cars","202205","2022 May","13","Louth","2","Diesel","Number","110"
"TEM27C03","All Private Cars","202205","2022 May","13","Louth","3","Other fuel types","Number","3"
"TEM27C03","All Private Cars","202205","2022 May","13","Louth","4","Petrol and electric hybrid","Number","27"
"TEM27C03","All Private Cars","202205","2022 May","13","Louth","6","Electric","Number","16"
"TEM27C03","All Private Cars","202205","2022 May","13","Louth","7","Petrol or Diesel plug-in hybrid electric","Number","12"
"TEM27C03","All Private Cars","202205","2022 May","13","Louth","9","Diesel and electric hybrid","Number","3"
"TEM27C03","All Private Cars","202205","2022 May","14","Mayo","-","All fuel types","Number","222"
"TEM27C03","All Private Cars","202205","2022 May","14","Mayo","1","Petrol","Number","67"
"TEM27C03","All Private Cars","202205","2022 May","14","Mayo","2","Diesel","Number","94"
"TEM27C03","All Private Cars","202205","2022 May","14","Mayo","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202205","2022 May","14","Mayo","4","Petrol and electric hybrid","Number","33"
"TEM27C03","All Private Cars","202205","2022 May","14","Mayo","6","Electric","Number","20"
"TEM27C03","All Private Cars","202205","2022 May","14","Mayo","7","Petrol or Diesel plug-in hybrid electric","Number","7"
"TEM27C03","All Private Cars","202205","2022 May","14","Mayo","9","Diesel and electric hybrid","Number","1"
"TEM27C03","All Private Cars","202205","2022 May","15","Meath","-","All fuel types","Number","479"
"TEM27C03","All Private Cars","202205","2022 May","15","Meath","1","Petrol","Number","168"
"TEM27C03","All Private Cars","202205","2022 May","15","Meath","2","Diesel","Number","144"
"TEM27C03","All Private Cars","202205","2022 May","15","Meath","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202205","2022 May","15","Meath","4","Petrol and electric hybrid","Number","75"
"TEM27C03","All Private Cars","202205","2022 May","15","Meath","6","Electric","Number","61"
"TEM27C03","All Private Cars","202205","2022 May","15","Meath","7","Petrol or Diesel plug-in hybrid electric","Number","27"
"TEM27C03","All Private Cars","202205","2022 May","15","Meath","9","Diesel and electric hybrid","Number","4"
"TEM27C03","All Private Cars","202205","2022 May","16","Monaghan","-","All fuel types","Number","133"
"TEM27C03","All Private Cars","202205","2022 May","16","Monaghan","1","Petrol","Number","36"
"TEM27C03","All Private Cars","202205","2022 May","16","Monaghan","2","Diesel","Number","77"
"TEM27C03","All Private Cars","202205","2022 May","16","Monaghan","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202205","2022 May","16","Monaghan","4","Petrol and electric hybrid","Number","9"
"TEM27C03","All Private Cars","202205","2022 May","16","Monaghan","6","Electric","Number","4"
"TEM27C03","All Private Cars","202205","2022 May","16","Monaghan","7","Petrol or Diesel plug-in hybrid electric","Number","5"
"TEM27C03","All Private Cars","202205","2022 May","16","Monaghan","9","Diesel and electric hybrid","Number","1"
"TEM27C03","All Private Cars","202205","2022 May","17","Offaly","-","All fuel types","Number","102"
"TEM27C03","All Private Cars","202205","2022 May","17","Offaly","1","Petrol","Number","33"
"TEM27C03","All Private Cars","202205","2022 May","17","Offaly","2","Diesel","Number","41"
"TEM27C03","All Private Cars","202205","2022 May","17","Offaly","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202205","2022 May","17","Offaly","4","Petrol and electric hybrid","Number","17"
"TEM27C03","All Private Cars","202205","2022 May","17","Offaly","6","Electric","Number","8"
"TEM27C03","All Private Cars","202205","2022 May","17","Offaly","7","Petrol or Diesel plug-in hybrid electric","Number","2"
